NAME,Median Age by Sex,Total Population,White,Black/African American,American Indian/Alaskan,Asian,Hawaiian/Pacific Islander,Some Other Race,Two or More Races,Male,Female,Never Married,Now Married,Widowed,Divorced,"12th Grade, No Diploma",High School Diploma,GED,Some College <1 Year,Some College >1 Year,Associate's Degree,Bachelor's Degree,Master's Degree,Professional School Degree,Doctorate,Median Income,Population Below Poverty Line,Disabled Population,Total Income 10k(%),Total Income 10k-15k(%),Total Income 15k-25k(%),Total Income 25k-35k(%),Total Income 35k-50(%),Total Income 50k-75k(%),Total Income 75k-100k(%),Total Income 100k-150k(%),Total Income 150k-200k(%),Total Income >200k(%),Income Category,Poverty Rate (%),Poverty Rate Classification,Total Degrees,Degree Percentage (%),Degree Attainment,POC Population (%),POC Population Category,White Population (%),Black/African American Population (%),Asian Population (%),Hawaiian/Pacific Islander Population (%),American Indian/Alaskan Population (%),Some Other Race Population (%),Two or More Races Population (%),Disabled Population (%),Disabled Population Category,state,county
"Walworth County, South Dakota",40.9,5317,4258,116,542,7,0,30,364,2675,2642,2720,1615,283,439,9,1061,229,204,413,487,743,205,35,59,57697,688,675,2.8,3.7,7.6,8,21.9,15.5,15.3,16,6.1,3.1,Medium,12.939627609554261,Low Poverty,1042,19.5975174,Medium Degree Attainment,19.91724656761332,Medium,80.08275343238668,2.1816813992853112,0.1316531878879067,0,10.19371826217792,0.5642279480910287,6.845965770171149,12.695128832048146,Low,46,129
"Yankton County, South Dakota",41.7,23311,20891,288,599,57,0,175,1301,12132,11179,13131,7195,1284,1875,147,4350,1383,961,2045,1945,2822,1170,284,154,68847,1730,3025,3.4,3.3,5.1,9,16.6,16,18.3,16.3,6,6.1,Medium,7.421389043799065,Low Poverty,4430,19.003903736433443,Medium Degree Attainment,10.381365020805628,Medium,89.61863497919437,1.2354682338810004,0.24451975462228132,0,2.569602334,0.750718545,5.581056153747158,12.976706276007036,Low,46,135
"Ziebach County, South Dakota",34.3,2455,615,0,1669,0,6,20,145,1227,1228,1529,750,63,280,6,469,151,96,218,171,177,43,0,0,46023,1015,228,11.4,7.5,13.5,8.5,13.8,10.4,9.2,10.1,3.5,12.2,Low,41.34419551934827,High Poverty,220,8.961303462321792,Low Degree Attainment,74.70468431771894,High,25.050916496945007,0,0,0.2443991853360489,67.98370672,0.8146639511201629,5.906313645621181,9.287169042769857,Low,46,137
"Anderson County, Tennessee",42.1,77337,68460,2446,258,1017,62,1007,4087,37953,39384,41600,24247,5036,8525,894,14375,4092,4021,8943,5152,7440,4156,830,1100,60633,11660,15735,6,6.2,7.1,8.1,14.6,17.7,13.8,14.2,7.2,5,Medium,15.076871355237467,Low Poverty,13526,17.48968798893156,Medium Degree Attainment,11.398166466245135,Medium,88.52166492105977,3.1627810750352356,1.3150238566274874,0.080168613,0.33360487218278445,1.302093435225054,5.2846632271745735,20.34601807672912,Medium,47,1
"Bedford County, Tennessee",37.9,50533,41327,3267,513,169,0,1588,3669,25432,25101,26714,14797,2656,5619,534,11864,2209,2930,4197,1747,4051,1209,347,178,59955,6175,7688,3.7,4.3,9.1,7.3,15.2,21.3,16.6,13.4,4.6,4.5,Medium,12.219737597213703,Low Poverty,5785,11.447964696337047,Low Degree Attainment,18.21779827043714,Medium,81.78220172956287,6.465082223497516,0.3344349237132171,0,1.0151782003839074,3.142500939979815,7.260601982862684,15.213820671640313,Medium,47,3
"Benton County, Tennessee",47.9,15933,14836,304,18,170,123,0,482,7837,8096,8681,4814,1422,2204,212,4331,1025,977,1358,837,733,432,67,55,47737,2835,3947,5,5.5,13.8,10.9,16.9,17,15.3,9.2,3.7,2.7,Low,17.79325927320655,Low Poverty,1287,8.077574844662022,Low Degree Attainment,6.1130986003891294,Low,93.11491872,1.9079897068976337,1.0669679281993347,0.7719826774618715,0.1129730747505178,0,3.025167890541643,24.772484780016317,Medium,47,5
"Bledsoe County, Tennessee",44.6,14816,13226,845,45,20,0,69,611,8744,6072,7775,4778,920,1872,265,3991,1277,615,1223,648,728,363,45,47,51783,3549,3624,7.2,8.9,12,9.8,11,16.3,14,14.6,3.3,2.9,Low,23.953833693304535,High Poverty,1183,7.984611231101511,Low Degree Attainment,10.731641468682506,Medium,89.26835853131749,5.703293737,0.13498920086393087,0,0.3037257019438445,0.46571274298056153,4.123920086393089,24.460043196544277,Medium,47,7
"Blount County, Tennessee",43.8,135951,124296,3589,104,1034,36,827,6065,66732,69219,73325,45336,8194,13546,1412,29723,5117,6722,13145,8520,16230,6568,1756,990,70935,11500,18086,3.7,3.4,6.2,7.9,12,19.5,14.7,19.7,6.9,5.9,High,8.458930055681826,Low Poverty,25544,18.78912255150753,Medium Degree Attainment,8.546461592779751,Low,91.42705827835029,2.6399217365080068,0.7605681458760877,0.026480129,0.07649815,0.6083074048738148,4.461166155453068,13.303322520614044,Low,47,9
"Bradley County, Tennessee",39.9,108859,94075,5263,237,1075,0,3175,5034,53175,55684,58971,34948,6148,11828,1491,17850,5412,6336,10943,7436,11018,4769,1126,911,60692,14128,19672,5,6,7.4,10.1,12.3,18.8,13.7,16.4,5.6,4.7,Medium,12.978256276467725,Low Poverty,17824,16.373473943357922,Medium Degree Attainment,13.58087066756079,Medium,86.41912933243921,4.834694421223785,0.9875159610137885,0,0.21771282117234222,2.9166169081104916,4.624330556040382,18.07108277680302,Medium,47,11
"Campbell County, Tennessee",44.2,39397,37935,117,22,182,0,211,930,19508,19889,20951,12028,2866,4999,670,9722,2005,2066,3788,1801,2147,1058,429,43,48258,7473,10951,5.9,7.9,12.5,11.5,13.2,17.7,13.6,12.2,3.3,2.3,Low,18.968449374317842,Low Poverty,3677,9.333197959235475,Low Degree Attainment,3.710942457547529,Low,96.28905754245247,0.2969769271771962,0.4619641089423052,0,0.055841815,0.5355737746528924,2.360585831408483,27.79653273,High,47,13
"Cannon County, Tennessee",40.7,14481,13670,359,31,0,2,100,319,7312,7169,7618,4689,1034,1522,300,3848,481,685,1280,741,1210,364,59,174,57651,2168,2807,8.4,5.4,10.1,9.8,10.3,18.9,15,13.9,5.2,3.2,Medium,14.971341758165874,Low Poverty,1807,12.478419998618879,Low Degree Attainment,5.586630757544368,Low,94.39955804157172,2.4791105586630757,0,0.013811200883916857,0.2140736137007113,0.6905600441958428,2.2028865409847387,19.384020440577306,Medium,47,15
"Carroll County, Tennessee",41.7,28381,24378,2520,31,87,0,172,1193,14053,14328,15295,8964,1633,3181,213,6589,1722,1292,2389,1392,2302,1186,147,213,49700,4502,5621,6.7,5.6,12.4,12.2,13.4,15.8,12.9,12,6.6,2.4,Low,15.862725062541841,Low Poverty,3848,13.558366512807865,Low Degree Attainment,14.104506536062859,Medium,85.89549346393714,8.879179732919912,0.30654310982699695,0,0.10922800465099891,0.606039252,4.203516437052958,19.80550368,Medium,47,17
"Carter County, Tennessee",46,56315,53105,1221,106,259,19,291,1314,27645,28670,31264,18051,4104,7320,549,12055,3399,3034,5948,3459,5687,2295,554,348,47994,9896,12302,5.9,6.8,13.5,11.5,13.9,19.5,10.4,12.8,3.3,2.4,Low,17.572582793216725,Low Poverty,8884,15.775548255349376,Medium Degree Attainment,5.666341116931545,Low,94.29992009233774,2.1681612359051763,0.4599129894344313,0.033738791,0.18822693776080973,0.5167362159282607,2.3333037379028676,21.84497913522152,Medium,47,19
"Cheatham County, Tennessee",40.9,41184,37902,789,102,219,15,713,1444,20853,20331,21885,12947,2226,4528,400,9174,2088,2240,3781,2097,4408,1645,306,358,77014,3802,5966,2.9,1.9,7.8,5.4,12.5,18,15,23.6,8.3,4.5,High,9.231740481740482,Low Poverty,6717,16.309731934731936,Medium Degree Attainment,7.9326923076923075,Low,92.03088578088578,1.9157925407925407,0.5317599067599068,0.036421911421911424,0.24766899766899766,1.7312548562548564,3.5062160062160066,14.486208236208236,Low,47,21
"Chester County, Tennessee",38,17392,14988,1795,0,30,0,156,423,8384,9008,9592,5757,979,1952,365,4019,634,697,1928,536,1130,541,56,119,57471,2535,2023,6.1,3.9,13.6,11,10,21.8,12.9,13.9,5.1,1.7,Medium,14.575666973321066,Low Poverty,1846,10.614075436982521,Low Degree Attainment,13.822447102115914,Medium,86.17755289788408,10.32083716651334,0.17249310027598896,0,0,0.8969641214351426,2.4321527138914445,11.631784728610855,Low,47,23
"Claiborne County, Tennessee",42,32092,30497,272,19,317,0,17,970,15900,16192,17691,10005,2355,3711,260,7288,1544,1498,2243,2052,2502,1257,490,75,42406,5621,8163,7.8,7.8,13.7,11.1,15.4,17.5,10.8,9.4,3.5,3,Low,17.515268602767044,Low Poverty,4324,13.47376293157173,Low Degree Attainment,4.970086002742116,Low,95.02991399725789,0.847563256,0.9877851177863642,0,0.059204786,0.052972703,3.022560139598654,25.436245793344135,High,47,25
"Clay County, Tennessee",47.4,7592,7154,53,29,43,0,162,151,3630,3962,4036,2485,673,794,44,2253,417,306,684,344,434,176,56,12,39572,1668,1768,10.2,9.2,14.8,10.8,13.4,14.2,10.9,13.5,1.3,1.6,Low,21.97049525816649,High Poverty,678,8.930453108535302,Low Degree Attainment,5.769230769230769,Low,94.23076923076923,0.6981032665964173,0.5663856691253952,0,0.38198103266596417,2.1338250790305584,1.9889357218124342,23.28767123287671,Medium,47,27
"Cocke County, Tennessee",45.5,36186,34045,433,227,172,42,92,1175,17696,18490,19289,11165,2615,4728,455,10794,1907,1557,3107,1748,2026,804,169,82,45110,7158,8403,6,7.7,14.6,10.3,16.5,18.9,12.2,8.3,2.9,2.6,Low,19.78113082407561,Low Poverty,3081,8.514342563422318,Low Degree Attainment,5.800585861935556,Low,94.08334715083181,1.1965953683745094,0.4753219477145858,0.11606698723263141,0.6273144309954126,0.2542419720333831,3.2471121428176644,23.221687945614324,Medium,47,29
"Coffee County, Tennessee",39.3,58080,51466,2249,14,747,125,959,2520,28682,29398,30615,16980,3957,6853,676,12237,2643,2495,4896,3030,5443,2821,458,486,57424,9700,10750,5,4.7,8.8,11.2,14.9,20,12.3,15.6,4.3,3.1,Medium,16.701101928374655,Low Poverty,9208,15.853994490358126,Medium Degree Attainment,11.172520661157025,Medium,88.61225895316804,3.8722451790633614,1.2861570247933884,0.21522038567493113,0.024104683195592287,1.6511707988980717,4.338842975206612,18.508953168044076,Medium,47,31
"Crockett County, Tennessee",40.2,13955,10419,1544,88,65,8,535,1296,6853,7102,7430,4286,789,1522,64,3271,656,773,1251,706,993,404,43,32,59136,2147,2257,3.2,4.9,12.7,10.5,12,18.1,13.3,18,4.4,2.8,Medium,15.385166606950914,Low Poverty,1472,10.548190612683626,Low Degree Attainment,25.281261196703692,High,74.66141168040129,11.064134718738803,0.46578287352203507,0.057327123,0.6305983518452167,3.8337513436044426,9.286993908993193,16.173414546757435,Medium,47,33
"Cumberland County, Tennessee",52.6,61552,58492,574,101,165,516,189,1515,30166,31386,32688,20089,4562,6692,900,15017,4311,3488,7062,3943,5206,2442,507,449,56002,7697,12873,5.8,5.2,8.7,8.2,15.8,22,15.7,12.2,3.4,3,Medium,12.504873927735899,Low Poverty,8604,13.978424746555756,Low Degree Attainment,4.133090720041591,Low,95.02859370938394,0.9325448401351701,0.2680660254743956,0.8383155705744737,0.16408890044190277,0.30705744736158047,2.461333506628542,20.91402391473876,Medium,47,35
"Davidson County, Tennessee",34.7,709786,423888,186862,965,25506,358,27028,45179,343836,365950,428086,245464,27379,67464,10181,85519,17157,24158,63547,29324,140915,56603,17238,13044,71863,98696,80142,5.4,3.1,6.4,7,12.1,18,13.3,16.2,7.7,10.8,High,13.905036165830264,Low Poverty,227800,32.09418049947449,High Degree Attainment,40.229026777084925,High,59.720535485343476,26.32652658688675,3.5934774706742596,0.050437737571606085,0.13595647138715047,3.8079082991211433,6.365157949015619,11.291008839283952,Low,47,37
"Decatur County, Tennessee",45.8,11483,10560,270,8,12,0,48,585,5661,5822,6147,3815,770,1225,52,3132,687,546,770,642,1048,160,25,68,48466,2168,1808,5.4,8.6,10,12.5,15.1,16.7,16.1,9.9,3.3,2.4,Low,18.880083601846206,Low Poverty,1301,11.329791866237047,Low Degree Attainment,8.037969172,Low,91.96203082818079,2.351301924584168,0.10450230775929635,0,0.069668205,0.4180092310371854,5.094487503265697,15.745014369067317,Medium,47,39
"DeKalb County, Tennessee",42.1,20209,18366,350,61,122,0,546,764,10321,9888,10320,6723,1088,2367,497,4628,1066,1047,1380,610,2014,721,160,40,46907,3999,4272,7.7,6.3,12.6,11.2,13.9,16.4,12.2,11.8,6.1,1.9,Low,19.788213172348954,Low Poverty,2935,14.523232223266861,Low Degree Attainment,9.119699143945766,Low,90.88030085605423,1.7319016279875303,0.6036914246127962,0,0.3018457123063981,2.7017665396605475,3.7804938393784946,21.139096442179227,Medium,47,41
"Dickson County, Tennessee",39.2,54563,49230,2155,98,48,0,623,2409,26899,27664,29284,17013,2816,5612,678,12531,2280,2706,5435,3229,4656,1969,470,229,68492,5849,9325,3.2,4.4,6.2,6.3,12.7,23.1,12.7,18.5,7.7,5.4,Medium,10.719718490552205,Low Poverty,7324,13.423015596649746,Low Degree Attainment,9.774022689368254,Low,90.22597731063175,3.9495628906035223,0.087971702,0,0.17960889247292122,1.1417993878635706,4.415079815992522,17.090335941938676,Medium,47,43
"Dyer County, Tennessee",40.5,36818,29118,4889,38,166,12,424,2171,17679,19139,19798,10944,2319,4458,267,7206,2551,1899,3070,1926,3266,1422,410,312,53150,5916,6659,6.1,7.7,12.3,7.1,12.2,22.4,10.2,14,2.6,5.4,Medium,16.06822749741974,Low Poverty,5410,14.693899722961595,Low Degree Attainment,20.881090770818624,High,79.08631647563692,13.278831006572872,0.45086642403172367,0.032592754,0.1032103862241295,1.1516106252376554,5.8965723287522405,18.086262154381007,Medium,47,45
"Fayette County, Tennessee",46.8,42228,28419,11411,133,279,0,835,1151,21068,21160,23384,14575,2609,3754,676,8795,1568,2104,5318,2578,5475,1834,410,376,81074,4041,7171,3.1,2.7,8.3,7.5,9.9,15.1,14,19.2,10.2,10,High,9.569479965899404,Low Poverty,8095,19.169745192763095,Medium Degree Attainment,32.70105143506678,High,67.29894856493321,27.022354835654067,0.6606990622335891,0,0.314956901,1.9773609927062612,2.7256796438382116,16.981623567301316,Medium,47,47
"Fentress County, Tennessee",46.3,18642,17874,60,43,60,12,67,526,9371,9271,9871,5276,1478,2695,158,4069,1151,1163,1372,934,1525,481,139,51,47884,3672,4424,4.3,10,11.4,14.1,14.5,19.6,13.6,9.1,1.9,1.4,Low,19.69745735436112,Low Poverty,2196,11.779851947215963,Low Degree Attainment,4.055358867074348,Low,95.88027036,0.32185387833923396,0.32185387833923396,0.064370776,0.2306619461431177,0.3594034974788113,2.8215856667739514,23.731359296212855,Medium,47,49
"Franklin County, Tennessee",42.4,42980,38296,2102,88,246,33,684,1531,21310,21670,23579,14040,3084,4666,278,9921,2368,2226,3394,2243,3910,1905,360,270,57933,5865,8506,6.6,4.8,8.4,9.1,15.1,19.2,12,15,4.6,5.1,Medium,13.645881805490925,Low Poverty,6445,14.99534667,Low Degree Attainment,10.82131223825035,Medium,89.10190786412284,4.890646812470917,0.5723592368543509,0.076779898,0.20474639367147512,1.591437878082829,3.562121917170777,19.790600279199626,Medium,47,51
"Gibson County, Tennessee",39.8,50455,38755,8061,127,136,8,725,2643,24364,26091,26813,16206,2816,4952,572,11447,2615,2520,5154,2054,3968,1780,281,356,55455,6864,10413,6.9,6.4,10.8,8.8,14.1,17.3,12.1,16.2,3.8,3.6,Medium,13.604201763948073,Low Poverty,6385,12.654840947378855,Low Degree Attainment,23.173124566445345,High,76.81101972054306,15.976612823307898,0.26954712119710633,0.015855713,0.25170944405906254,1.4369239916757508,5.238331186,20.638192448716676,Medium,47,53
"Giles County, Tennessee",43.7,30317,25589,2772,77,32,0,381,1466,14682,15635,16925,9724,2044,3804,372,7436,1866,1770,2138,1565,2632,1067,227,124,56877,3970,4642,8.2,4.2,9.4,7.4,15.9,16.1,11.1,14.1,9.2,4.5,Medium,13.094963221954679,Low Poverty,4050,13.358841574034368,Low Degree Attainment,15.595210607909754,Medium,84.40478939209025,9.143384899561301,0.10555134083187649,0,0.2539829138767028,1.2567206517795297,4.835570801860342,15.311541379424085,Medium,47,55
"Grainger County, Tennessee",45.6,23648,22665,320,41,22,78,27,495,11960,11688,12518,7011,1856,2963,381,5852,1345,1263,2022,1006,1377,778,90,175,47098,4118,5486,7.1,8.2,12.7,12.9,11.9,17.9,10.5,13.7,3.1,2,Low,17.413734776725303,Low Poverty,2420,10.23342354533153,Low Degree Attainment,3.826962110960758,Low,95.84320027,1.3531799729364005,0.093031123,0.32983761840324766,0.17337618403247632,0.11417456021650879,2.0932002706359945,23.19857916102842,Medium,47,57
"Greene County, Tennessee",44.7,70399,65527,1217,150,343,87,360,2715,34731,35668,38969,21873,5317,8664,998,17745,4112,3398,6147,3282,5678,2365,633,432,51975,10651,15374,5.6,5.9,12.8,9.9,14.2,19.2,14,10.8,4.7,3,Medium,15.129476270969757,Low Poverty,9108,12.937683773917245,Low Degree Attainment,6.796971547891305,Low,93.07944715123794,1.728717737467862,0.48722282986974247,0.123581301,0.21307120839784655,0.5113709001548317,3.8565888720010224,21.83837838605662,Medium,47,59
"Grundy County, Tennessee",43.1,13550,12920,49,32,45,0,4,500,6749,6801,7505,4203,904,1383,196,3175,1067,339,1167,603,660,465,115,64,47948,2422,3300,5.2,8.2,12.2,10.5,17.2,19.7,8.3,12.5,4.9,1.3,Low,17.874538745387454,Low Poverty,1304,9.623616236162363,Low Degree Attainment,4.649446494464945,Low,95.35055350553505,0.3616236162361624,0.33210332103321033,0,0.23616236162361626,0.029520295202952032,3.6900369003690034,24.354243542435423,Medium,47,61
"Hamblen County, Tennessee",41.2,64531,55250,2131,297,580,237,1625,4411,31933,32598,34764,20234,4362,6415,541,13885,3814,3349,5547,3354,5279,2147,563,362,49656,10874,12350,7.1,5,11.2,12.5,14.4,17.2,11.7,15,3,3,Low,16.85081588693806,Low Poverty,8351,12.941067084037131,Low Degree Attainment,14.014969549518835,Medium,85.61776510514326,3.302288822426431,0.8987928282530876,0.3672653453378996,0.4602439137778742,2.518169561915978,6.835474423145466,19.138088670561434,Medium,47,63
"Hamilton County, Tennessee",39.7,367193,266269,65680,550,6947,148,7780,19819,178248,188945,208510,120676,20174,36511,3626,50552,11075,17964,40680,22701,58187,24293,5635,4041,69069,43857,53444,4.3,4.1,7.9,8.3,12.1,16.8,12.8,16.9,7.8,9.1,Medium,11.943855138850685,Low Poverty,92156,25.097428327882064,High Degree Attainment,27.444967632825247,High,72.51472658792515,17.887051223743374,1.891920597614878,0.040305779249604434,0.14978499045461108,2.118776774067044,5.397434047,14.554743690647697,Low,47,65
"Hancock County, Tennessee",44.9,6726,6507,37,0,36,0,16,130,3312,3414,3677,1870,684,736,117,1838,298,248,846,161,193,235,23,28,31809,2107,1757,11.3,11.9,16.1,14.9,12.2,13.4,10.2,5.6,1,3.3,Low,31.326196848052334,High Poverty,479,7.121617603,Low Degree Attainment,3.2560214094558426,Low,96.74397859054416,0.5501040737436813,0.535236396,0,0,0.23788284269997023,1.9327980969372585,26.122509663990485,High,47,67
"Hardeman County, Tennessee",40.7,25519,13918,10135,145,99,5,116,1101,14142,11377,14715,7368,1560,3147,388,5611,2123,1605,2522,1130,1296,461,78,97,43566,3515,5095,6.1,8.3,12,11.3,18.4,17.5,10.9,10,3.4,2.1,Low,13.774050707316118,Low Poverty,1932,7.5708295779615185,Low Degree Attainment,45.44065206316862,High,54.53975469,39.71550609349896,0.3879462361377797,0.019593244249382812,0.5682040832321016,0.45456326658568125,4.314432383714095,19.965515890121086,Medium,47,69
"Hardin County, Tennessee",45.5,26824,25027,909,73,23,0,21,771,12878,13946,14881,8082,1848,3150,531,7538,1003,1315,2356,1270,2129,725,154,54,46902,5095,5060,7.6,7.4,9.6,11.3,17.2,19.1,11.8,11.2,2.8,2.1,Low,18.99418431255592,Low Poverty,3062,11.415150611392782,Low Degree Attainment,6.699224575007456,Low,93.30077542499254,3.388756337608112,0.08574411,0,0.27214434834476586,0.0782881,2.874291679093349,18.86370414554131,Medium,47,71
"Hawkins County, Tennessee",45.5,57107,54099,594,38,263,79,226,1808,28159,28948,31258,17765,4011,6887,642,13934,3698,2654,5615,2982,4684,1790,283,220,53647,9511,12999,7.2,4.8,11.7,10.1,12.8,20.6,13,11.4,5.1,3.3,Medium,16.65470082476754,Low Poverty,6977,12.217416428809077,Low Degree Attainment,5.128968427688375,Low,94.73269476596565,1.040152695816625,0.46053898821510497,0.1383368063459821,0.066541755,0.39574833207837923,3.165986656627034,22.762533489764827,Medium,47,73
"Haywood County, Tennessee",43.1,17806,7883,8946,6,22,0,601,348,8445,9361,10213,5748,1255,2107,335,4649,965,1044,1356,736,898,519,10,91,44890,3849,4409,7.3,9.8,12.9,9.5,13.7,17.2,12.5,11.4,3.3,2.4,Low,21.616309109289002,High Poverty,1518,8.525216219251938,Low Degree Attainment,55.72840615522857,High,44.271593844771424,50.24149163203414,0.12355385825002808,0,0.033696506795462204,3.375266764012131,1.9543973941368076,24.76131641019881,Medium,47,75
"Henderson County, Tennessee",40.7,27845,24584,2270,40,37,22,216,676,13729,14116,14984,7919,1855,3650,330,7489,1953,1152,2259,1403,1815,665,97,89,51576,4923,4928,7.3,7.5,12,10.3,11.1,17.7,13.5,14.6,2.8,3,Low,17.68001436523613,Low Poverty,2666,9.574429879691147,Low Degree Attainment,11.632249955108637,Medium,88.28874124618423,8.152271503,0.13287843418926198,0.079008799,0.14365236128568865,0.7757227509427187,2.427724905728138,17.69797091039684,Medium,47,77
"Henry County, Tennessee",45.7,32305,28304,2393,176,114,14,180,1124,15622,16683,17564,9680,2437,3805,451,8741,1656,1470,2857,1191,2900,971,295,279,48025,5731,7279,5.5,5.7,12.5,13.2,15.1,18.8,10.9,10.6,3.9,3.8,Low,17.74028788113295,Low Poverty,4445,13.759479956663057,Low Degree Attainment,12.341742764277976,Medium,87.61492029097663,7.4075220554093795,0.3528865500696487,0.043336945,0.5448073053706857,0.5571892895836558,3.4793375638446062,22.53211577155239,Medium,47,79
"Hickman County, Tennessee",41.8,24996,22741,876,119,218,8,97,937,13117,11879,13538,7193,1641,2653,433,5594,1956,1234,2274,1480,1583,486,128,29,54669,3329,4663,5.9,4.5,8.2,11.8,14.5,19.8,13.7,13.1,5.4,3.1,Medium,13.31813090094415,Low Poverty,2226,8.905424867978876,Low Degree Attainment,8.98943831,Low,90.97855656905105,3.5045607297167547,0.8721395423267723,0.032005120819331094,0.476076172,0.3880620899343895,3.7485997759641543,18.65498479756761,Medium,47,81
"Houston County, Tennessee",44.1,8253,7728,281,25,27,19,0,173,4108,4145,4529,2517,568,1105,115,2192,485,415,493,634,414,184,31,34,51544,1066,1555,9.2,6,7.7,10,15,19.9,14.2,10.9,4.1,3,Low,12.916515206591543,Low Poverty,663,8.033442384587424,Low Degree Attainment,6.131103841027505,Low,93.63867684478372,3.4048224887919547,0.3271537622682661,0.23021931418877986,0.3029201502483945,0,2.09620744,18.84163334545014,Medium,47,83
"Humphreys County, Tennessee",43,19032,17358,237,34,146,0,356,901,9527,9505,9944,6156,1274,2010,332,4751,1306,751,1414,1168,1442,497,210,101,54185,2233,3229,2.6,3.6,8.5,11.8,17.1,21.3,13.1,13.6,5.1,3.3,Medium,11.73287095418243,Low Poverty,2250,11.82219419924338,Low Degree Attainment,8.795712484237074,Low,91.20428751576293,1.2452711223203028,0.7671290458175704,0,0.17864649012189995,1.8705338377469527,4.734131988230349,16.966162253047496,Medium,47,85
"Jackson County, Tennessee",47.3,11730,10982,81,16,0,6,106,539,5944,5786,6330,3502,935,1870,207,3294,729,584,764,535,981,171,53,16,42357,2266,2997,9.2,6.2,15.3,10.2,15.3,14,11.8,13.1,2.5,2.5,Low,19.317988064791134,Low Poverty,1221,10.40920716112532,Low Degree Attainment,6.325660699062234,Low,93.62318841,0.690537084,0,0.051150895140664954,0.13640238704177324,0.9036658141517476,4.595055413469735,25.549872122762146,High,47,87
"Jefferson County, Tennessee",44.4,55017,51100,926,32,321,18,332,2288,27186,27831,30162,17912,3174,5753,838,11822,2569,3244,5119,3656,5119,2124,631,445,60393,5920,11073,2.4,3.8,9.9,11,14.9,18.1,13.7,16.5,4.5,5.1,Medium,10.760310449497428,Low Poverty,8319,15.120780849555594,Medium Degree Attainment,7.086900412599742,Low,92.88038242724977,1.683116127742334,0.5834560226838977,0.03271716,0.05816384,0.6034498427758693,4.158714579130087,20.12650635258193,Medium,47,89
"Johnson County, Tennessee",46.2,17982,16459,657,102,29,0,107,628,9804,8178,9794,5524,1287,2333,210,4083,1359,1100,1701,1020,1333,544,95,79,47571,3465,3565,6.4,8.3,13.3,9.5,15.8,15.5,14.2,11.6,3.4,2.1,Low,19.26926926926927,Low Poverty,2051,11.405850294739183,Low Degree Attainment,8.469580691802914,Low,91.53041930819708,3.6536536536536537,0.1612723834946057,0,0.5672339005672339,0.5950394839283728,3.492381270159048,19.82538093649205,Medium,47,91
"Knox County, Tennessee",37.4,481406,399172,39699,717,10931,285,6988,23614,235988,245418,274947,161988,23060,46527,4207,68285,12388,19440,42410,29071,77209,32478,9135,7466,68580,58167,58731,5.1,4.2,7.7,8.5,11.7,17,13,16.9,7.2,8.7,Medium,12.082732662243512,Low Poverty,126288,26.233158705957134,High Degree Attainment,17.022845581484237,Medium,82.91795282983594,8.246469715790829,2.2706405819620032,0.059201589,0.14893873362608692,1.4515814094548054,4.905215140650511,12.199889490367797,Low,47,93
"Lake County, Tennessee",41.8,6898,4561,1771,52,20,13,93,388,4382,2516,4149,1722,461,1100,172,1267,954,236,674,209,339,204,10,17,32064,1281,1281,18.3,11.2,10.9,12.9,11.8,13.5,7.1,7.2,5.1,2,Low,18.570600173963467,Low Poverty,570,8.263264714409974,Low Degree Attainment,33.69092490576978,High,66.12061467091911,25.67410843722818,0.2899391127863149,0.18846042331110469,0.7538416932444187,1.348216874456364,5.624818788054508,18.570600173963467,Medium,47,95
"Lauderdale County, Tennessee",38.9,25171,15132,8654,89,77,0,253,966,13008,12163,14107,7763,1626,2795,420,5923,2137,1156,1932,1108,1089,586,92,21,46702,4118,5205,7.6,8.6,9,12.3,15.3,19.1,11.7,10.7,2.9,2.8,Low,16.360096936951255,Low Poverty,1788,7.103412657423225,Low Degree Attainment,39.88319891939136,High,60.11680108060864,34.38083508799809,0.30590759207023954,0,0.3535815025227444,1.0051249453736442,3.8377497914266416,20.678558658773984,Medium,47,97
"Lawrence County, Tennessee",39,44377,41505,628,22,182,42,340,1658,21913,22464,22956,13914,2967,4724,471,10048,2871,2232,3585,2188,2807,1470,285,104,51038,7021,7660,7,5.8,11.9,11,13.3,17.9,13.2,12.5,4.4,3.1,Low,15.821258760168554,Low Poverty,4666,10.51445568650427,Low Degree Attainment,6.377177366653896,Low,93.52817901165018,1.4151474863104763,0.4101223606823355,0.094643622,0.04957523,0.7661626518241431,3.7361696374247924,17.261193861685108,Medium,47,99
"Lewis County, Tennessee",42.2,12637,11816,149,0,136,0,54,482,6251,6386,6514,4088,991,1310,253,2897,816,1065,1057,724,575,133,61,47,44613,2339,2686,7.9,4.3,12.3,14.5,14.3,16.2,9.1,15,4.1,2.3,Low,18.509139827490703,Low Poverty,816,6.457228772651737,Low Degree Attainment,6.496795125425338,Low,93.50320487457466,1.1790773126533196,1.076204795441956,0,0,0.4273166099548944,3.8141964073751677,21.255044709978634,Medium,47,101
